Column1;Page Url;date-post;Text;Date Stay;title-text;nama-responden;rev;Aspek
488;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2490-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;carl582 wrote a review Sep 2014;"We recently stayed in the Double-six for 9 nights. When we arrived (after trying to get across to the taxi driver that the double-six was a new hotel and not the beach TIP: if you are getting a taxi from the airport, get the address of the hotel to give to the driver) we were greeted and shown around the pool and then shown up to our room where they checked us in rather than having to wait around in reception (I always hated that!). So far so good! After having the assistant manager, our own butler and the head butler personally check us in to our room they then whipped out an amazing sugar cane cocktail after which the butler showed us the features of the room. The room was possibly one of the nicest we have ever stayed in, it was huge! Shower was amazing, the bath was lovely; …";Date of stay: September 2014;10/10;carl582;Positive;
489;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or40-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Chloe L wrote a review Jan 2020;we spend our honey moon at this place and honestly it is worth every cent we spend, book an Ocean view so you can enjoy the sun set from your bed :). staff are really gentle and kind , you have complementary water and drinks , not to mention welcome drinks, pool is really clean and nice the location is brilliant, you wont regret it.;Date of stay: January 2020;Best hotel in Seminyak! Look no further and book this hotel!;Chloe L;Positive;
490;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or315-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Ash G wrote a review Mar 2019;We spent 5 nights there. The location is good, close to the beach and little shops. a bit far from nice restaurants but we were catching taxis to go for dinner every night so no big deal. Our room was amazing! big, comfortable, wonderful bathroom with loads of space. The staff was super helpful and friendly, pool was great too. Recommended for sure!;Date of stay: March 2019;5 star all they way!!! Incredible service and attention to detail;Ash G;Positive;
491;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or295-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"We spent 6 nights at Double Six with friends. We had a wonderful time staying there. The rooms were huge &amp; luxurious. The staff were excellent, so friendly &amp; couldn’t do enough for us. Happy hour around the pool every afternoon is one of the many special extras we enjoyed. I would thoroughly recommend staying at Double Six."; ; ; ;Positive;
492;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2600-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;StacyUbud wrote a review Jun 2014;"We spent an enjoyable 8 nights at the Double Six Luxury Hotel in in May while the hotel was having its ""soft opening"". The hotel is modern and the rooms (we stayed both in a room with plunge pool and a room with an ocean view) were very luxurious - spacious and well appointed with lovely Hermes toiletries. The service was excellent and the staff were friendly and went out of their way to help us. The a la carte breakfast menu was a delight and the scrambled eggs with black truffles and roasted asparagus was one of my favourites. We were disappointed that the gym and spa were only opening after our departure as they sound amazing. If you are after a luxurious hotel experience, try the Double Six, however be aware there is construction next door so make sure you request a room; …";Date of stay: June 2014;SPA GETAWAY AT DOUBLE-SIX LUXURY HOTEL;StacyUbud;Positive;
493;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or310-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Monique A wrote a review Mar 2019;We spent few nights there. Booked because of the location, close to the Double six beach. Difficult to catch online taxi but local taxi is available. Great breakfast and spacious rooms. Overall good experience.;Date of stay: March 2019;The most beautiful wedding we could have thought of!;Monique A;Positive;
494;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or150-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;James T wrote a review Sep 2019;We spent nine amazing nights in this beautiful hotel. It could not have been better! The room was spacious, clean and super comfortable. The food was fantastic breakfast, lunch or dinner! The service was the best I have encountered anywhere. From the second day, they knew our names, room number and food allergies. The Balinese are friendly people but these staff were the next level all together. We really could not fault anything at all and will definitely be back for another stay in the future.;Date of stay: September 2019;Double Six hotel Seminyak Bali;James T;Positive;
495;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2575-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;NinaDipak wrote a review Jul 2014;"We started at The Breezes Bali Resort &amp; Spa... stayed one night and were upgraded to Double-Six (a sister hotel) for the rest of our stay in Bali (7 nights). The hotel itself is impressive but the staff are exceptional! 24hr butler service and an a la carte breakfast menu that breaks from tradition. It's still new with some teething issues to sort out but definitely worth it!";Date of stay: July 2014;Excellent!!!;NinaDipak;Positive;
496;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or225-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;jithu cheriyan wrote a review Jun 2019;"We stay for 2 days, the process of check in is convinience by the receptionist but its take time to listen the buttler explain everything that takes 10 min of our restimg time... Actually the room is nice &amp; very spacious. But the room smells damp &amp; musky. Little complaint on breakfast menu which is a la carte but all not my kind of breakfast that i expected in this luxurious hotel. All service is good but only the concierge guy is not nice when we want to take a cab and asking if we already book the taxi &amp; why not using hotel taxi. I think its not polite because as a guess we should free to choose what kind of transportation we take.";Date of stay: June 2019;Feel the best luxury hospitality with the Double six luxury hotel.;jithu cheriyan;Negative;
497;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or5-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;We stay here just after the Hotel Reopen due to the pandemic. The hotel is still well maintained and clean. The service was also quick and excellent. Minor issue was breakfast quality and the pool guy allowed people swim with their full clothes on , they should pay more attention to it.; ; ; ;Positive;
498;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or205-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"We stayed 4 nights at the Double Six Hotel. I enjoyed the 4 days here, the staff were lovely. The room amenities were great and the bed, pillows and linen were all of a high standard and very comfortable. I loved the unlimited made to order breakfast, especially the fact that drinks - barista coffees, juices, tea were all included. Each breakfast I had was top quality. What disappointed me and I cannot seem to move on from, was that when we checked in, we were taken to our room (237), it was half the size than the Leisure Suite as shown on the Double Six website which is what we had booked. Part of choosing to stay at this hotel was the huge suite style rooms, with a couch as per all of the pictures on TripAdvisor and the website. I was really puzzled and once the check in; …"; ; ; ;Positive;
499;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2365-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Bren K wrote a review Dec 2014;We stayed 4 nights at the Double Six, and had an amazing time. It's hard to find anything wrong with this hotel, the location is excellent, the views are great, the rooms are fantastic, the staff is wonderful. The breakfast is included and is top notch.;Date of stay: December 2014;Wow;Bren K;Positive;
500;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or200-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Dave B wrote a review Jul 2019;We stayed 7 nights at this lovely Hotel and really enjoyed our stay. Staff were friendly and helpful. Rooms were very clean and a good size, with balcony. My husband enjoyed the coffee machine in our room and access to the Gym. Location was great, right across from the Beach with the Hotel staffed 'Beach Spot' with chairs. Our package included breakfast, which was a la carte, all you can eat, and delicious. A definite highlight for our teenagers. Two mornings, breakfast was in the Rooftop Bar, where we had the most spectacular international buffet. They were able to cater for our daughter's gluten free dietary requirements well. The pool area is large and comfortable. Security guards at both entrances made us feel safe. We would definitely stay at this Hotel again.;Date of stay: July 2019;PERFECT;Dave B;Positive;
501;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2320-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"We stayed as a family of 2 adults and 2 children in a suite facing the pool and ocean. THE GREAT/GOOD: * The staff have been trained to a very high professional standard. I challenge you to walk past a staff member in this hotel without getting a smile or a greeting. Staff are everywhere and there is a very high staff to guest ratio so you can always get help when you need it in every corner of the property. In room check-in was also a nice touch and fast! * The pool, at approx 100 meters is terrific. Minor feedback is that on some days the temperature was a little cold (perhaps by 2 degrees or so). * Fantastic rooms - very comfortable beds, a really cool Klipsch hi-fi unit that allows you to connect your own music from your mp3 player / phone. The IPTV is nothing special -; …"; ; ; ;Positive;
502;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or255-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;j0di2017 wrote a review May 2019;We stayed at Double 6 for just over a week. Our room was well presented and romantic, we had a garden view on the 4th floor and it was still just as beautiful as the ocean view. The amenities were luxury rated and the hydro experience at the spa was awesome. The staff go above and beyond for you from greetings to requests. I suffer from allergies so travelling can be very stressful but they looked after me beyond my expectations. I will be back to stay again and would recommend double six 5 star;Date of stay: May 2019;Fantastic Hotel;j0di2017;Positive;
503;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or50-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;We stayed at Double Six 4 nights from Dec14-18 in a 2 bedroom ocean view suite. The rooms were large modern and clean. The view was amazing from the huge balcony. Breakfast is buffet at rooftop couple of days in the week which is a treat. The hotel pool is so beautiful we luved it. The staff are great always try there best to solve a situation. The ocean view room are close to bars first night was bit loud they stopped playing by 10pm. Its a great property we enjoyed our stay at Double Six.; ; ; ;Positive;
504;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2395-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Amanda N wrote a review Dec 2014;We stayed at double six as it was marketed as a family resort This was not the case as it more designed as a hotel for couples with no or older children The pool area cannot cater for families and the noise level and small grounds are more appropriate for those needing a boutique hotel The staff did what they could to cater for us But as we often holiday in Bali as our family holiday wouldn't stay there again as cannot really cater for the needs of large families The breakfast was great as was the dinner at restaurant Really should have invested in double glazed windows that may have reduced noise a little;Date of stay: November 2014;Pure Luxury! WOW!;Amanda N;Negative;
505;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2490-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"We stayed at Double Six for 7 nights with two children aged 6 &amp; 8. Prior to our arrival we had requested a room in the quieter part of the hotel. When we arrived we were delighted to discover that we had been allocated a 2 bedroom ocean view room - it was amazing. It is huge and the kids had 2 double beds and their own bathroom facilities. Our room was fantastic too with a king sized bed, lounge and massive bathroom. The bathroom was bigger than most hotel rooms in Bali! The beds were extremely comfortable and we all slept really well. We had a great stay and the staff were always friendly and attentive. Special mention to the delightful Apri who was always quick to greet you at the pool and find you a pool lounge. We dined at Seminyak Italian and it was delicious - the; …"; ; ; ;Positive;
506;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or220-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;We stayed at double six for 9 days. I could not fault this hotel. Staff were very friendly and nothing was a bother. Food and drinks not badly priced for a hotel. Room was very spacious and the bed was comfortable. Pool was enormous and you would well and truly get your exercise swimming a few laps of this each day. If I ever came back to Bali I would stay at Double six again.; ; ; ;Positive;
507;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2295-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Donna B wrote a review Feb 2015;"We stayed at Double Six for a six night getaway last week. On check-in we were surprisingly upgraded to a two bedroom master suite, which oozed a luxurious feel and was fitted out with first class finishings. From our suite, we were given unobstructed views to Bali's magnificent sunset and sunrises each day and our butlers (Ardi and Franz in particular) were always happy to attend, helpful and pleasant. I mentioned to Ardi on check in that it was our 20th Wedding Anniversary and on return from our evening walk, our sheets had been turned down, the room lighting set to feel very ambient and on the coffee table was a heart shaped bouquet of flowers and a chocolate mouse dessert with two spoons with ""Happy 20th Anniversary"" written on the plate. You could not wipe the smiles; …";Date of stay: February 2015;Wonderful service in a luxury environment;Donna B;Positive;
508;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or195-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;we stayed at Double Six Hotel for 2 nights during our trip to Bali.It was an amzing experience. The rooms were very clean, the roof top Lounge and the staff were great. The Spa was much much better than a lot of places i have been to. THe beach was just fifty feet away. i would recommend this Hotel to everyone who wants to have a vacation in Bali.; ; ; ;Positive;
509;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or310-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;topps wrote a review Apr 2019;We stayed at Double six hotel for 5 nights to have our wedding there. The moment we booked the events coordinator Fegy emailed to help me plan everything (as I was in Perth, Western Australia) . Fegy went above and beyond to make all our dreams come true. It was the most perfect day. Thankyou to all the staff at Double Six hotel for making our wedding a dream come true. We can’t wait to return for our next holiday!;Date of stay: March 2019;A great stay at the Double Six;topps;Positive;
510;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2455-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Ruls wrote a review Oct 2014;We stayed at Double Six in a beachfront suite and had an absolute fantastic experience. The staff and facilities are exceptional. Ten days of pure pleasure, will definitely be returning. Highly recommend it. One minor issue is that if you want a spot by the pool then best get down there early as the sun beds fill up quickly.;Date of stay: August 2014;A nice stay but could be better;Ruls;Positive;
511;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2525-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;PrincessMia wrote a review Sep 2014;"We stayed at Double-Six for 8 nights during August. This hotel is amazing and the wonderful reviews that you will read below are correct. Rooms are huge &amp; nicely appointed. Breakfast is the best I've ever had.. Made to order rather than mass produced. Spa treatment is a must to experience. The only negative to report is the music from the restaurant's on the beach. Perhaps they should face their speakers away from the hotel.. Some nights it was like the band was on your balcony!";Date of stay: August 2014;Small and beautiful...;PrincessMia;Positive;
512;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or50-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;We stayed at the Double 6 Seminyak for 4 nights from 30 Dec to 4 Jan 2020. Amazing resort with fantastic staff and service, The rooms were amazing and very modern. Would definitely recommend them. The beach across the road was easily accessible as well and the Rooftop bar at the hotel a treat.; ; ; ;Positive;
513;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or135-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"We stayed at the double six in Seminyak for 9 nights. The hotel was absolutely amazing, super luxurious, we arrived to amazing welcome drinks plus the service was a 10/10 the whole stay. Room comes with 24hrs free butler service! She was just great, very helpful at all times. Rooms was super big, with an amazing comfy bed! We booked through luxury escapes and had amazing inclusions, such as free cocktails at the amazing rooftop bar!! Great view, awesome sunsets! The hotel is definitely not a party hotel but it was fun to stay at! Not to many kids which was awesome! Veryyy relaxing. The hotel has a spot right in front of the beach which was so handy, They also had awesome cocktails at happy hour by the pool (buy 1 get 1 free) . The only downpoint was the pool menu. It was very; …"; ; ; ;Positive;
514;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or105-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;We stayed at the Double Six Resort to turn off from work and de stress and we certainly managed to do that. For the four nights we stayed at the resort we only left the resort for one night as the resort offered everything we needed. From the rooftop bar to the beachside deck chairs the staff constantly looked after us and made our stay so very enjoyable. The Plantation Grill was absolutely top notch and The Sling Bar not only served fabulous cocktails but the staff were great to have a chat with. We also had a wonderful massage in the spa. Would recommend this resort for a complete experience,; ; ; ;Positive;
515;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2335-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Mary Anne C wrote a review Jan 2015;"We stayed at the Double-Six Luxury Hotel in Seminyak from the 29th December, 2014 until January 3rd, 2015. Our stay was excellent! We had an amazing room with a butler and our own private swimming pool. As an interior decorator I found the room to be very trendy with the latest tiles, linens and furniture. The staff were extremely efficient and made our stay very enjoyable. The absolute highlight would have to have been the a la carte breakfasts....they were amazing...the choices were incredible and the food very high class. We also enjoyed the views and the food from the rooftop bar and found the prices very reasonable and the views over the ocean second to none. I would thoroughly recommend a stay at this very high end Hotel and would like to thank the staff for the; …";Date of stay: January 2015;The best accommodation in Bali;Mary Anne C;Positive;
516;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2440-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Fleedom wrote a review Oct 2014;"We stayed at the new Double-Six from 21-28 October and were given a plunge pool suite when we asked for an upgrade located away from any noisy night club areas. The staff (without exception) were amazingly friendly and incredibly helpful, contributing to the overall enjoyment of our stay. Included breakfasts at the Seminyak Italian Food restaurant were tasty and innovative with outstanding views over the pool and beach areas. The Double Six Rooftop Bar had rooftop prices but was a great place to watch the sunset and it was very easy to achieve the 1,000,000 rupiah minimum spend for the special conversation pits. Our butler booked restaurant reservations for us at Salt Tapas, Bambu &amp; Sarong and also arranged our taxis. Beware the corner crooks offering transport for; …";Date of stay: October 2014;Amazing Staff;Fleedom;Positive;
517;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2540-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Maryed991 wrote a review Aug 2014;"We stayed at this hotel for 3 nights `0th-14th August. From the moment we arrived we were treated as very special guests with in-room check in and 24 hour butler service. The suite was pure luxury and impeccable in every way. The individual breakfast menu was the best we have every had in a hotel and individual for all tastes overlooking the beautiful pool and beach. The staff in this hotel are incredible from the head butler Erikson and his wonderful team ready to help make our stay special in every way. The day spa was luxurious and definitely worth a visit! We found the hotel and service faultless and our only regret was for not booking longer! R. &amp; T Morris Perth WA";Date of stay: July 2014;Maryed;Maryed991;Positive;
518;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2600-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Cheryl E wrote a review May 2014;We stayed for 2 nights at this lovely hotel. The check in was a breeze. Hotel Manager( Mr. Bagai) was waiting for us and met at the time of arrival. The room was very spacious and view was amazing( Ocean View) .The bed was very comfortable and the pillows. The bathroom was as big as a bedroom. The swimming pool is huge . The amenities in the room are of high standard. The staff is very friendly and helpful. The selection of minibar is pretty good. We had a surprise the very next day with a birthday cake for my friend. Cant be better than this.;Date of stay: May 2014;Amazing Right on the beach!;Cheryl E;Positive;
519;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or320-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;naziatar wrote a review Mar 2019;"We stayed for 7 nights (from 26th Feb) at the Double Six for third time We visit Bali twice a year &amp; doing so for many years &amp; have stayed in all the usual locations (Sanur, Jimbaran, Ubud, Legian etc) Traveled as a couple this time but often have the kids &amp; partners which can determine where we stay Double Six is perfect for us a couple for the following reasons: It is a suite not a room with a great balcony Huge pool (120m), never feels crowded &amp; great place to watch the action on the beach or sunset Breakfast is ""a la carte"" which works extremely well &amp; you can order as much as you want Lagoon Bar is brilliant especially at ""Happy Hour"" with very attentive staff I would just like to address the comments on the noise from the beach bars. Yes, it can be noisy but people, you; …";Date of stay: February 2019;Loved my stay;naziatar;Positive;
520;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2440-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"We stayed for 7 nights at this new hotel which is in a perfect location opposite Seminyak Beach with lots of restaurants close by. This hotel's greatest asset is the staff with no exceptions. They are all proactive in all areas to ensure excellent service. The suites were spacious and very comfortable and the bathroom was huge with all amenities. As mentioned in previous reviews the room fridge was useless and we ordered ice every day too. Did not quite grasp the butler concept - just seemed a link between us and housekeeping. We went to the reception staff for all our other needs as their service was exceptional and they all spoke very good English so there were no misunderstandings. We did have issues with the pool loungers. There are insufficient for the number of; …"; ; ; ;Positive;
521;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2440-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Carla B wrote a review Oct 2014;"We stayed for 8 nights and overall would say the location is fantastic, across the road from the beach, easy walk to great restaurants. The Double Six Italian restaurant has a great menu but be prepared for small serving sizes. Breakfast has good and varied menu so you won't get bored eating the same old thing. Pool was beautiful with perfect temp and outlook across the ocean. General service around the pool needs some serious looking at as does pool food menu. Pool itself needs much better access to get in and out - no matter your age. OH&amp;S issues (trip/slip/fall) everywhere! Atmosphere average - no Bali inspiration or vibe at all. Fridges in rooms are useless which is a total inconvenience when you want a cold drink and have to wait for room service to deliver ice buckets; …";Date of stay: October 2014;The trendiest and best modern hotel in Bali!;Carla B;Positive;
522;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or160-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Hajar wrote a review Aug 2019;"We stayed for a week comprising two days in a garden view room and 5 days in an Ocean View Suite. We found both rooms very good but the additional cost of the beachfront suite was definitely worthwhile. The Butler service proved more useful than we had anticipated. We found the rooftop bar, the Sling Bar and the various breakfast venues all very good. The a la carte breakfasts comprised a broad range of choices offered by extremely pleasant staff. The Rooftop buffet also provided an excellent array of fruits other breakfast options. The staff at the main desks and throughout the complex we all exceptionally professional and the hotel manager Selvarajoo went out of his way to interact with guests and ensure their stay was enjoyable. We stay at many 4.5 to 5 star hotels and I; …";Date of stay: August 2019;Perfect hotel;Hajar;Positive;
523;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2485-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Mars V wrote a review Sep 2014;We stayed for a week recently. The hotel is in an excellent location, with the pool overlooking the beach. The staff are very friendly and attentive. There were plenty of restaurants nearby, though the hotel restaurant was also very good. There was minimal disruption from the construction work, but obviously the top floor of he hotel was not completed, so the rooftop bar was not open.;Date of stay: September 2014;Fantastic holiday at Double Six hotel in Seminyak;Mars V;Positive;
524;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or35-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;T Ben wrote a review Feb 2020;We stayed for the last 2 nights of our holiday.... wish we had stayed here all trip . Perfect staff.... food is amazing lovely room. Thanks double six ... We will be back..... highly recommend this place x;Date of stay: February 2020;Relaxing break;T Ben;Positive;
525;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2400-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Danielle A wrote a review Dec 2014;"We stayed here for 12 nights and thoroughly enjoyed every minute. Nothing was too hard for any of the staff and any issues were quickly addressed. A group of us travelled (8) here and we paid for an upgraded 2bed master suite - we had an issue with our room on arrival and after speaking with staff (politely) we were moved the following day to what I would say would be one of the best rooms in the hotel, with an uninterrupted view of the spectacular sunsets and beach. If you are considering a 2bed suite then you should clarify with staff or your agent if you are getting a sitting area in the middle of the two rooms, or if the sitting area is in one of the rooms. For people travelling with kids the latter would be better, but for four adults the middle room was important and is; …";Date of stay: November 2014;Beyond Expectations!;Danielle A;Negative;
526;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2300-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Robert G wrote a review Feb 2015;"We stayed here for 2 weeks back in November 2014. All of the great comments that have been submitted about this fantastic hotel are all true so I don't need to repeat them. However I would like to share an experience with the hotel staff who went out of their way to assist us with a travel problem. We purchased a tour from a booking Stand in the street just down from the hotel. We waited on the booked day for our pickup which never arrived. The hotel staff rang many times on our behalf to see what was happening but couldn't get an answer. One of the hotel staff members then drove us down to the booking stand in their buggy where we confronted the agent who reluctantly admitted they didn't make a booking for us and refunded our money. We then returned back to the hotel and; …";Date of stay: February 2015;Simply superb!;Robert G;Positive;
527;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or240-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"We stayed here for 3 nights as a couple. The hotel is modern, clean and open air. We got a welcome drink (with alcohol) when we got there and a guided tour to our room. Overall was a good, comfortable stay. I would say the hotel is a 4* compared to service/amenities we got at our other hotels in Bali. PROS - Service is excellent here. The staff is friendly, accommodating and hard working. - The breakfast here was the best we had in any of our hotels in Bali. The Sunday buffet is unreal and the a la carte has delicious options with basically all you can eat.. - Rooftop bar is nice to watch the sunset (but drinks were over priced) - Rooms were spacious with turn down service and many amenities. - The hotel is on one of the best beaches in Seminyak (Double 6) - Location was; …"; ; ; ;Positive;
528;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2380-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;KJG71 wrote a review Dec 2014;"We stayed here for 8 night in Nov/Dec. We arrived late in the evening after being delayed 6 hours by Jetstar. All the stress of the journey completely evaporated when we entered the hotel. The room was so beautiful and spacious, the staff so wonderful. We were checked-in in the room and shown all the amenities by our wonderful butler. We had definitely arrived in paradise. The pool is a vast infinity pool which runs the entire length of the hotel and is stunning both day and night. Our breakfast each morning was delightful plus we ate dinner several times in the Italian restaurant where the meals were also top notch. The service throughout the resort is amazing as all the staff have been extremely well trained. The spa is beautiful probably the best in Bali. The manager; …";Date of stay: December 2014;Seminyak's little Gem;KJG71;Positive;
529;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2380-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"We stayed here for 8 nights in December wanting a battery recharger prior to the rush of Christmas . This was our fifth time to Bali and this resort was one of the best we have been to. We stayed in an Ocean View Leisure Suite - the room was luxurious and extremely large. But the thing that set this hotel apart from the others was the staff. In Bali it is common for the staff to be pleasant and accommodating but the staff at Double Six went beyond what was expected of them any time we requested anything and were extremely professional. The breakfast is a-la-carte instead of buffet but you can order anything you wish and as much as you wish from the menu so everything was fresh and straight from the kitchen. The Owners Lounge was a definite plus - here you can camp after checkout; …"; ; ; ;Positive;
530;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or70-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;jjfowler11 wrote a review Dec 2019;We stayed here for our honeymoon and it was a great choice! The hotel is directly on the beach and so we experienced Bali's famous sunsets at our leisure. The staff are friendly and very helpful! It is very centrally located - you can walk to a lot of great places.;Date of stay: November 2019;3rd times a charm;jjfowler11;Positive;
531;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2420-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Lone wrote a review Nov 2014;"We stayed here from 4-11 November 2014. First trip to Bali, have never wanted to travel there previously. After staying at Double Six we'll definitely be back. From the airport pick up at the start of our holiday we were treated like royalty. The bed was so comfy and the room was serviced twice daily. We were upgraded to an ocean view room which was lovely. There was some noise from the beach, you could hear the band playing, this stopped at around 11pm but as the music was nice we didn't mind. The free standing bath with tv was a real treat. All the staff were so kind and helpful, and we were always greeted with a smile. The Manager kept in touch with me via email and his service and the customer service we received from the rest of the staff was second to none. Cannot; …";Date of stay: November 2014;The best honeymoon!;Lone;Positive;
