,Page_url,nama-responden,date-stay,title,text,date-post,rev
901,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or885-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Nicholas L,Date of stay: May 2014,Good location. Nice place.,"We stayed for 3 days in July and we all had a great relaxing time. First of all, the Lagoon Access Room was just amazing! It was huge (corridor, big bathroom, a living area plus terrace accessing the pool), very well appointed, very big beds (we stayed in a twin and both the beds were double beds, so we were all very comfortable being 2 adults &amp; 2 children), the toilet was so big and absolutely gorgeous (standing bathtub and separate rainshower). We were all very impressed and can't fault the room for anything. It was a lot better and bigger than expected. The pool was lovely, my kids had a blast. I liked the pool bar. There is a small kids club. It was a bit aimed at younger kids, though they did offer a few options fir older kids. Anyway, glad to be able to leave the kids; …",Nicholas L wrote a review Aug 2014,Positive
902,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or935-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"We stayed for 3 nights towards the end of April. Got 2 rooms for a family of 4 adults and 1 toddler. Upon check-in we were upgraded to lagoon view connecting rooms on the second floor. There were trees blocking the view of the balcony, so the following day they moved us to the third floor. Special mention goes to Yoga who helped us feel comfortable after all of us fell ill with the flu on our last day. He allowed us to do a late checkout for one of our rooms and translated the safety warnings of the oral antiseptic we got. Thank you to Alan (who used to work in Dubai and looks Filipino but isn't) for a very smooth checkout experience and arranging our trip to the airport. We did not experience the smoke from the seafood places coming to the hotel during our stay. LMBJ was a; …", ,Negative
903,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or140-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Gray53a,Date of stay: August 2018,Don't be fooled,"We stayed for 4 nights and had a great time. The room was much bigger than we expected very well presented and modern featuring beautiful polished stone across the floors throughout the rooms and bathroom walls, I assume renovated recently. Great setup and a comfortable bed. PowerPoints were fitted to accept all types of plugs. Buffet Breakfast was very nice and as for the coffee, the latte was very very good ( coming from coffee snobs). Staff were very attentive. Restaurant was very quiet after breakfast and given the very good set of food options around the resort, this was not surprising. Beach about a 3 minute walk but busy. Another 5 minute walk on the beach and it’s much more quiet. Highly recommend having a drink or dinner on the beach at one of the restaurants to watch; …",Gray53a wrote a review Sep 2018,Positive
904,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Nie0301,Date of stay: December 2020,Friendly staff and nice hotel,"We stayed for 5 nights, we had an amazing lagoon room upgrade. We had plenty of breakfast, thank you for the F&amp;b girls for the patience and of course for the chefs👨‍🍳 . The beach is really close and there are so many restaurants alongside with tasty and fresh seafood 🦞 However the water in the shower wasn’t hot enough for us,but i had an amazing flower bath for the balance. Unfortunately we couldn’t go to Lombok so we choose this hotel instead but there’s no floating breakfast for the moment because of maintenance work, and the villas are also closed temporary. We had a grate time in Le meridien, thank you for the friendly helpful and welcoming staff 🙏🏻🙏🏻",Nie0301 wrote a review Dec 2020,Positive
905,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Nie0301,Date of stay: December 2020,Friendly staff and nice hotel,"We stayed for 5 nights, we had an amazing lagoon room upgrade. We had plenty of breakfast, thank you for the F&amp;b girls for the patience and of course for the chefs👨‍🍳 . The beach is really close and there are so many restaurants alongside with tasty and fresh seafood 🦞 However the water in the shower wasn’t hot enough for us,but i had an amazing flower bath for the balance. Unfortunately we couldn’t go to Lombok so we choose this hotel instead but there’s no floating breakfast for the moment because of maintenance work, and the villas are also closed temporary. We had a grate time in Le meridien, thank you for the friendly helpful and welcoming staff 🙏🏻🙏🏻",Nie0301 wrote a review Dec 2020,Positive
906,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or965-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Andry M,Date of stay: March 2014,Very nice memory,"We stayed for 5D4N in early March 2014 with Le Meridien Bali Jimbaran. We are very much impressed by their services and attitude. All staff made us feel so welcome and offered personalized services (many staff remembered our names and our food preference). It was their proactive and helping attitude by which we ignore the negative things about our bad experience with the airline. We were on honeymoon and found this place perfect for newly wed. Environment and Facilities: The hotel was first opened last year, so everywhere is cozy, modern and newly furnished. Gym is well equipped and is opened 24 hours. The smoqee sky bar, lounge and pool bar look chic. Access to other spots: - Jimbaran beach: only 3-min drive by hotel buggy. Or 5-min walk from the Bamboo Chic. - Kuta beach:; …",Andry M wrote a review Mar 2014,Positive
907,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or260-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"We stayed for 8 days in July 2017. Room was OK, but noisy aircon. Thankfully we were moved to a better room after servicemen could not stop aircon noise. The breakfasts were OK, but nothing special. Pizza's on the rooftop bar were awful. We ordered cocktails at 140,000 each (plus 21% tax) and there wasn't even a hint of alcohol in them, which was very disappointing. The staff were very friendly, perhaps too friendly as we just wanted to be left alone, but were constantly offered drinks and massages (optional extras at a cost). The location is great, right beside the beach of Jimbaran Bay. The seafood at the beach was very over priced.", ,Negative
908,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or260-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Nicole A,Date of stay: July 2017,Great hotel,"We stayed for 8 nights as part of a luxury escapes package and found this resort to be a relaxing oasis located just behind the Jimbaran seafood restaurants. We had a pool access room which was fantastic for the kids as they pretty much lived in the pool, was also good for us as we did not have to leave our room every time the kids wanted to swim. This was my wife's first time to Bali and Le Merdian provided her with a welcoming, warm and relaxing experience - just what I hoped for as I have been many times before and seen many Indo islands/accommodation from very good to the opposite. Thank you To the managers of Le Meridien for their wonderful oversight and clear interest to ensure guests are looked after. We would like to make a special mention of particular staff members; …",Nicole A wrote a review Jul 2017,Positive
909,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or205-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Ayesha S,Date of stay: December 2017,Beautiful moment spent here,"We stayed for 8 nights on a luxury escape deal from Australia. I don’t think Luxury Escapes represented this hotel fairly. It’s not a five star resort. Pushing 4 at best and that’s a bit generous. I have to say staff are wonderful (Artana, Ade and Smiley) were a delight. They are what makes this resort. Food was average. Breakfast average. Dinner average. Food is the area this hotel really needs to improve. It’s just not good enough compared to what else is available elsewhere. Was very quiet while we were there so enjoyed the peace by the pool and attention from staff. The pool was nice. Was quiet in the resort so no problem with lounges etc. It also meant however that the roof top bar was often either closed or we were the only ones there which did make the atmosphere a; …",Ayesha S wrote a review Dec 2017,Positive
910,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or490-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"We stayed for 9 days in Le Meridian. We would give this Hotel the following Rating: Staff: 5 Stars (Very friendly and caring staff) Location: 3 Stars (Jimbaran is not the best place to stay, nusa dua is much better. We realised it when we came to bali. Afterwards we would have chosen nusa dua for sure.) Pool with a pool bar: 5 Stars (always clean -obvious for a 5 star hotel) Food: 5 Stars (Breakfast is extremely good with a huge variety - a mix between asian and european cuisine. The variety of dinner is also fine) Activities: They have a small sportsbar, a sky lounge and they show a balinesen dance by 2 people twice a week. Beachview: 2 Stars (only possible on from top floor - there are many other hotels which offer a better beach view)", ,Positive
911,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or765-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,KarinZul,Date of stay: April 2015,Interesting green program to save the environment,"We stayed for a night a le meridien jimbaran. The property was relatively new, I think around 3 years old. We really like the room, bright and spacious with nice fitting and design. Similarly with the bathroom, very spacious too. The room view was either parking lot or pool and seas, the latter would be more expensive. Corridor/access to the room, however, was rather dark and not well lit during the day and the dark stone/tile did not help. Swimming pool was nice, big and warm, but a bit too shallow, perhaps to accommodate kids. Also, given the pool shape, not ideal to do laps on the pool. Did not try the food as plenty of restaurants around, with the famous Menega seafood just next door.",KarinZul wrote a review Apr 2015,Positive
912,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or455-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Gazza653,Date of stay: October 2016,Good value for money,"We stayed for a week at Le Meridien. Unlike the adjacent hotels, the Intercontinental and the Four Seasons, Le Meridien did not have its own beach. But the beach was literally across from the back of the hotel where the beachfront BBQ seafood stalls were. One of the seafood restaurants kept Le Meridien's beach towels for its hotel guests, and the ladies working there were extremely helpful and courteous with our bean bags and drinks. The hotel was smaller than it appeared in photos. The main pool was essentially a long lagoon with lots of nooks and crannies. This was particularly nice for floating around on either of the giant floating bean bags provided by the hotel and for children to explore. The pool was a salt-water pool so our skin did not feel dry even after hours of; …",Gazza653 wrote a review Oct 2016,Negative
913,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or25-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Gin Sour,Date of stay: October 2019,An enjoyable stay!,"We stayed for a week in Nov in a pool access room. Lovely relaxing room _ access to pool was fantastic. Participated in the cooking class which we really enjoyed. Anton, Smiley and the rest of the staff were very attentive and polite. Massage and facial at the spa was excellent. A wonderful relaxing week _ we will return next year",Gin Sour wrote a review Nov 2019,Positive
914,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or900-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,John C,Date of stay: July 2014,Great Stay for a Vacation,"We stayed for four nights here. First I must say the people working there are very friendly and help whenever they can. However the employees English is very poor and was not the standard experienced at Samaya Seminyak or Aliya Ubud. The breakfast was terrible. Flies flying around the food, omelettes not cooked properly and tasteless fruit. Also we agreed a price for a trip with 10% discount and the manager wasn't happy with this. She tried to call us to see if we would pay a higher price (which we politely declined) to find she had gone behind our back and changed the price on our check out bill hoping we wouldn't notice. Luckily we checked and had it converted to dollars and noticed. Other people also had issues with their bill.",John C wrote a review Jul 2014,Negative
915,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or790-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,maic,Date of stay: February 2015,Excellent Service. Well taken care of.,"We stayed for one night (16 Feb 2015), and cannot fault the service or willingness to please. But had we realised that there was no easy beach access, or the amount of smoke from the seafood beach cafés that block the beach access, we might have chosen a different hotel. The room is large and very comfortable, but perhaps the management might think about 3 suggestions for the large and lovely bathrooms: (1) half-height frosting of the glass wall and door to the loo - some functions should be private, no matter how close you are to your roommate! (2) a non-slip mat for the shower. The floor is very slippery when wet. (3) the bath towels are rather scratchy, especially compared to the lovely pool towels. We had a late lunch in Bamboo, and enjoyed a pizza and a Caesar salad.; …",maic wrote a review Feb 2015,Negative
916,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or340-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,kuriouskatie,Date of stay: May 2017,Good getaway,"We stayed for our couple vacation on April 29, 2017 Book the stay for only 1 night, from the arrival process, the staff is very promptly, check in process is very quick for us, its about 3 minutes and we can easily get our room and take some rest immediately to our room, Many thanks to arrival team Including Aini on the front desk and Pak Wayan who deliver us and our bag immediately so we can take a rest quickly with a flawless and fast response in checking process. Overal for the room is very spacious, compare with another starwood in Bali, I guess this is the most spacious room in starwood in Bali, we really love love love this spacious room every time we visit this Le Meridien Bali Jimbaran. Overall for staff services is always flawless and amazing, they always deliver a; …",kuriouskatie wrote a review May 2017,Positive
917,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or620-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,We stayed for six nights end of January and had a fantastic time. The area is much quieter than Kuta or some of the more popular tourist areas of Bali which for us was fantastic. The Hotel itself is only a few years old and in excellent condition. The lagoon pool is massive and getting sunbeds at any time of day was never a problem. Swim up bar does food and drinks all day and the staff go out of their way to help you. The buffet breakfast is one of the best I've ever enjoyed. We stayed in a lagoon access room which is connected to the lagoon pool and enjoyed excellent massages in the Spa and fantastic food in the restaurant. The beach is easily accessible however it is important to know there isn't much around the area (aside from lots of seafood restaurants) so if you're; …, ,Positive
918,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or610-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"We stayed four night at the hotel. We got an upgrade to a beautiful suite. It was stunning! Very spacious, quality materials and fantastic beds. The pool area was large and beautiful. Nice pool bar and good pool side food. The kids enjoyed the kid's club. It was really well organized. Good facilities and staff. The hotel is located a few minutes from the beach. You can either use the hotel shuttle or do a short walk. In the evenings the beach is transformed to a restaurant hot spot. Fresh food and really nice and unique atmosphere. Jimbaran in general is a relaxing and beautiful area, and can be highly recommended for families traveling with young children.", ,Positive
919,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or620-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,We stayed here 1 night given proximity to the airport as we had a 2am flight so wanted a nice place to chill on our last day in Bali. Staff were highly accomodating allowing early check in and a room upgrade from a classic room to a swim out pool room. Rooms are contemporary and beautifully appointed. We couldn't fault the service although breakfast box was disappointing given we had a buffet breakfast included which we couldn't use due to timing of our flight. this is an excellent location if you plan to sample the seafood bbq that Jimbaran is famous for as these restaurants are just outside the resort, ,Positive
920,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or200-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,salem_nguyen212,Date of stay: December 2017,Beautiful Bali and Memorable stay at Le Meridien Bali,"we stayed here as a couple as we were meeting another family. We would not have picked to stay here as a romantic couples hotel. It is great for families and that is what is sells itself on. We were late in arriving and taken care of really well, with an upgrade to a swim in suite. the breakfast seemed to be a case of the usual people that have never seem free food before gorging themselves. it was very nice food and ample enough for all if taken in moderation. Very good pastries. Good service from all and very helpful staff. The restaurant meals are good but because the location is right beside the beach and the local restaurants you can chose any. they are all worth while.",salem_nguyen212 wrote a review Dec 2017,Positive
921,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or880-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Travelingfamily2006,Date of stay: August 2014,Beautiful Resort Hotel,"We stayed here for 12 nights. We had an amazing time From the time we checked in with a welcome drink till the time we checked out. We couldn't have asked for anything more. The general manager Greg was There when we checked in &amp; came over to introduce himself &amp; welcome us, we saw him several times during our stay &amp; he always made the time to come over &amp; say hello. We where upgraded to a suite which was large &amp; luxurious. All the staff are super friendly &amp; eager to help. The food is amazing, they even have a gelato stall by the pool! Love love love this place. Can't explain how awesome the staff &amp; hotel really is!'",Travelingfamily2006 wrote a review Sep 2014,Positive
922,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or640-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"We stayed here for 2 nights as part of our minimoon to Bali. Upon checkin, the reception staff greeted us warmly and informed us that we have been upgraded to a better view suite which was a nice gesture. Only thing was, we were told the suite was not ready and we had to wait about 20 mins in the reception area for them to ready it. This is probably ok but when you've just been on a plane + long car ride you just want unpack and relax. The room itself was nice, spacious, and tastefully decorated. At first glance there's no complaints however there were a few things which I thought really brought it down: - strange sewage smell emitting from the shower. It was so strong that even after having showered, it's still there! Pretty disgusting - we ran a bath and the water was; …", ,Positive
923,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or315-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,JJDreamer99,Date of stay: May 2017,Great boutique hotel,"We stayed here for 2 nights only. The room is bigger than other hotel rooms, and the amenities are 5 star standard. However the hotel is too small to be called a resort. And the hotel layout is bad. Other than the rooms, nothing stands out. Breakfast is just fine. Low ceiling and the corridors makes you feel that you're not staying in a 5 star hotel. One other minus thing is they are not beachfront. Overall, i don't really recommend this one.",JJDreamer99 wrote a review Jun 2017,Negative
924,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or315-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"We stayed here for 2 nights only. The staff were lovely and very helpful. The pools were great. The room was clean and spacious. The beach was just behind the hotel so it is convenient for sunset watching. Overall, it was an enjoyable experience.", ,Positive
925,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or170-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"We stayed here for 3 nights in March 2017. The room with the lagoon was amazing. The food is also very good. All in all, a very good resort. You will have to walk a little to the beach, and the property doesn't have its own private beach. But the pool is so good and relaxing, that ul barely wanna get out", ,Positive
926,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or215-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Writerchickie,Date of stay: October 2017,I Had A Good Time Here,"We stayed here for 8 nights and really can’t fault it. A couple of small things but on the whole was a wonderful time. Room was lovely, staff were great and very friendly. Was a little far away from things but we could organise anything we wanted to do at the hotel. Jimbaran bay restaurants right across the road and we could sit at the roof top bar and watch the sun set.",Writerchickie wrote a review Nov 2017,Positive
927,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or200-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,yonan32,Date of stay: December 2017,Not the experience I expected from a hotel with this level,"We stayed here for 8-nights in Feruary. The hotel is fitted with chic modern furnishing although showing some sign of age. The bedding was firm and supportive, and the bathroom had a separate shower and bath tub. The daily buffet breakfast has a great selection of food from different cuisines around the world and the menu changed daily to keep things interesting. Staff were very friendly and courteous. Melon (sp?) was one person in particular that stood out - he really went out of his way to make us feel special. The hotel is located away from the hustle and bustle of Bali - its in a small seaside town with no major retail presence. You have a few restaurants around the hotel but dining is pretty limited in t he area. The Jimbaran seafood cafe accessible from the rear entry of; …",yonan32 wrote a review Dec 2017,Positive
928,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or960-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"We stayed here for a long weekend the hotel is architecturally very interesting the room we had (a lagoon view) was simple but comfortably furnished. If you plan on staying in this hotel I would recommend a lagoon view or lagoon access room with a room number from 1 to 11 these rooms are in the widest part of the hotel property have more light and better views. Rooms 12 to 18, I think would be quite dark and noisy as the property narrows quite a lot and these rooms will look straight into your neighbours across the lagoon. I found all the staff at the property fantastic lots of smiles and very helpful. The restaurant and bars were okay but to be honest I didn't really rate the food. The only thing that really annoyed me was the smoke, the hotel is right next to a load; …", ,Positive
929,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1010-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,YBarlow,Date of stay: November 2013,"A good hotel, lovely staff",We stayed here for four nights and I was ill with Gastro (Bali Belly) from a restaurant in Kuta. The staff were very concerned and I was given boiled rice and bread at no extra cost. They called the doctor for me as I had a high fever. Our room on the ground floor had a water channel in front of it which flowed the the pool. Breakfast looked very good. Jimbaran itself is not for me. Locals create smoke with barbecues from coconut husks. There are barking dogs. Rather rural.,YBarlow wrote a review Nov 2013,Negative
930,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or825-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,tour-birds,Date of stay: December 2014,Contemporary resort with top notch service,"We stayed here for nights and were immediately upgraded to a suite upon check in. (Starwood Member). The hotel is modern and chic, however, does little to reflect the Balinese culture. There are some beautiful pieces of art in the lobby and we were provided a free latte from the espresso bar while we waited for our room. The room itself was large with a balcony overlooking the pool. It had a walk in closet, separate shower and toilet areas, living room and very nice amenities. After looking at the other suites, you may want to aim for the pool access suites, which give you direct access to the pool. Plus, there is a shortage of chairs in the pool area and it seems as if guests wake up at 7 a.m. to reserve chairs with books and towels. The 30 minute chair reservation; …",tour-birds wrote a review Dec 2014,Positive
931,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or60-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Andrew D,Date of stay: July 2019,Good value and service at Jimbaran,"We stayed here for three nights. The hotel staff was extremely welcoming and always asking what they could do for us. Smiley, who organized the pool area, was great, very friendly. Unfortunately, the premises are pretty tired and some of the issues could not be fixed. The hotel is rather 1970’s, a cement bunker with peeling paint and generally in need of a real update. Our two bedroom room was large and had a swim up entrance in the lagoon, which was nice, but the room was overwhelmed by a mildew smell that made it unpleasant to be in. I reported this soon after we checked in and heard from the front desk the next day. They came in and sprayed something, which helped for a few hours, but by later that same day, it was just as bad as when we checked in. Clearly there is a bigger; …",Andrew D wrote a review Jul 2019,Positive
932,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or500-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,handy o,Date of stay: July 2016,Amazing service and wonderful rooms,"We stayed here in June for a week, with two children (6 and 7), and for a family seeking a relaxed, high quality and family friendly escape, this was perfect. It might not suit a young couple or group of friends as is located well out of the way of Bali night life and shopping, although the hotel has a really nice sports bar, roof top lounge and of course swim up bar - those looking for more excitement are better looking for another location than Jimbaran. If you are staying, a few tips. The hotel has every thing you could want, if you want only to relax in the hotel. If you want to venture out, there are more than I could count beach seafood restaurants literally three minutes walk from the hotel, and we spent a a lot of time there. The beach sand is pretty coarse and dark; …",handy o wrote a review Jul 2016,Positive
933,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or320-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Rinaldo,Date of stay: May 2017,Not worth as a 5* hotel,"We stayed here on a luxury escape package and we were not disappointed. We had pool access room which was great. The room was Huge and modern and kept very clean by the wonderful housekeeping staff. The breakfast was plentiful and delicious. We certainly did not go away hungry. All the staff were very helpful and courteous, always welcoming with a smile. The 2 massages we had we very relaxing and the girls were lovely. The rooftop bar was a great spot to watch sunset and the sports bar was great to catch a game of AFL. All in all a thoroughly enjoyable time was had. Would definitely recommend this hotel to family and friends.",Rinaldo wrote a review May 2017,Positive
934,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1060-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,FUCLA,Date of stay: August 2013,"great hotel, good design, awesome pool but poor housekeeping service",We stayed here on our last night for a change from seminyak and to be closer to the airport. We were pleasantly surprised. Beautiful finishes. Great service. Amazing gym. Although they should add gym mating to the floor as wooden floor boards ate impractical.,FUCLA wrote a review Aug 2013,Positive
935,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or105-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"We stayed here with our 2 children. The room was stunning! Was basically the size of an apartment. Children had double bed each and large ensuite. Large lounge/dining area as well as a powder room. There is a lagoon access off the balcony also. Master bedroom was huge with king bed an huge ensuite also with a lagoon access balcony. Coffee pod machine with unlimited pods was a highlight as I could have a coffee on the balcony in the morning before the children woke :) Now as for the grounds. Nice gardens, large pool. That’s about all the positives. Bar staff were friendly but hardly ever around as no one seemed to gather around the pool or bar areas. Not a lot of atmosphere. There’s a lot of maintenance needed all around the hotel. Over all the Stay was good. If it wasn’t for the; …", ,Positive
936,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or420-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Livia-W,Date of stay: January 2017,A Disappointing experience,"We stayed in a 2 Bedroom Avante Garde Suite. Upon arrival we wanted to know if we could book a Sky Aqua Penthouse (or whatever they are called) and were told we could not book anything that had water access because of our child, so you can imagine our surprise when we were shown to our suite and it was a direct pool access suite - sooooo confusing to me and downright strange. I did not challenge it. The suite itself was large and had 2 access points directly to the pool. There was a distinct smell of damp/mould that greeted us upon entry and did not dissipate for the duration of our stay (which was difficult to put up with). We had room 101..which is a little strange - there is a large glass section off the common area WC with access to the outside - the door of which has a; …",Livia-W wrote a review Jan 2017,Negative
937,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or595-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,KimmyW29,Date of stay: March 2016,Fabulous short stay,"We stayed in a lagoon access room and had a late checked in due to flight delay. The staff made the buggy available upon arrival, welcomed us and served us with a fast check in. We were happy for the spacious room we had for 2 adults and 2 children as well as the pool access. The restaurant for breakfast is quite small considering the size of the hotel. And, the choices of breakfast is limited. But, the taste of foods are good. We can access the well known beach side Jimbaran BBQ seafood restaurants from the back door of the hotel. Though the hotel doesn't have its own beach. We and the children enjoyed our entire stay.",KimmyW29 wrote a review Apr 2016,Positive
938,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or335-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,We stayed in Le Meriden after Sheraton over booked us. The hotel rooms were generous in size. 50 sqm. Very big positive. The pool areas was nice and adequate. No garden though. The rooms however lacked privacy compared to Conrad or Sofitel in nusa dua. They had a kids club which was good. The hotel however are not on the beach and do not even have a beach club on the beach. So that's disappointing. The roof top bar played music very loudly until 11 which the whole hotel could hear. Not great for kids. Breakfast was ok had something for everyone. Service was good. I guess depends how much you pay for this hotel. I would recommend inter continental next door which is beach front and is much more bigger with gardens., ,Positive
939,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or925-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Wilko17,Date of stay: April 2014,"Great place, great hotel, fabulous staff",We stayed in Meridien for 3 days and 2 nights. What we loved most about this hotel is their spacious bathroom &amp; stunning interior room. our room is clean and the staff is very friendly. love the pool! The location also perfect as it near to our favorite restaurant Menega. everything was nice &amp; perfect! we would definitely be back. Stayed in May 2014. traveled with spouse.,Wilko17 wrote a review May 2014,Positive
940,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or5-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"We stayed in the hotel for 2 days. Hotel location was nice and quite which I love. My kids went to the kids club and enjoyed it. It had new nintendo switch, plenty of options for toys, nice and cleanRoom was very spacious with balcony facing the pools/garden. Pools were very nicely designed. One of the highlights was how nice and friendly all the staff were(especially Mr Febrian?).They greeted with my name which i think very nice of them. One small thing that maybe can be improved is the room was not fully sound proof. I was able to hear people dragging table and chairs from the other room. I personally recommended this place for family type of visit. Hoping that can be back there again soon!", ,Positive
941,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or875-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"We stayed in the Oceanic View Sky Villa. It was way beyond our expectations, we would love to return to this villa. Pros: Massive top floor room with a private pool and garden overlooking the whole resort plus an ocean view. Room had a large comfy bed, living area, large spa, rainforest shower, coffee machine, luxurious amenities and walk in robe - we couldn't ask for much more. Room service (breakfast) was excellent and fresh - all well presented. We also enjoyed the spa and massage treatments. As an SPG member, concierge staff were very generous with our extended check out time - much appreciated as it was our last day in Bali. Cons: None!", ,Positive
